Date,Close/Last,Volume,Open,High,Low
08/10/2022,$294.3566,94918869,$297.0666,$297.51,$283.37
08/09/2022,$283.3333,86244699,$290.2933,$292.3966,$279.3533
08/08/2022,$290.4233,99365290,$295,$305.2,$289.0854
08/05/2022,$288.17,113172911,$302.67,$304.6066,$285.5446
08/04/2022,$308.6333,72256327,$311,$313.6066,$305
08/03/2022,$307.3966,80091128,$305,$309.55,$301.15
08/02/2022,$300.5866,95577490,$294.0033,$307.8333,$292.6666
08/01/2022,$297.2766,117042912,$301.275,$311.8782,$295
07/29/2022,$297.15,95312890,$280.7,$298.32,$279.1
07/28/2022,$280.9,84723008,$280.0666,$283.3,$272.8
07/27/2022,$274.82,88110009,$263.81,$275.9256,$261.79
07/26/2022,$258.86,66820777,$266.5133,$267.3099,$256.2633
07/25/2022,$268.4333,64073526,$272.2166,$274.1466,$267.4
07/22/2022,$272.2433,103472860,$276.22,$280.7866,$270.7133
07/21/2022,$271.7066,142032194,$255.1066,$273.2666,$254.8666
07/20/2022,$247.5,88864089,$246.7833,$250.6633,$243.483
07/19/2022,$245.53,80890118,$245,$247.14,$236.9766
07/18/2022,$240.5466,82537448,$244.9366,$250.5166,$239.6033
07/15/2022,$240.0666,69683017,$240,$243.6233,$236.89
07/14/2022,$238.3133,78557498,$234.8966,$238.6533,$229.3333
07/13/2022,$237.04,97954510,$225.5,$242.0599,$225.0333
07/12/2022,$233.07,87930969,$236.8466,$239.7733,$228.3683
07/11/2022,$234.3433,99509230,$252.1033,$253.0633,$233.6266
07/08/2022,$250.7633,101854090,$242.3333,$254.9799,$241.1614
07/07/2022,$244.5433,81930698,$233.92,$245.3616,$232.21
07/06/2022,$231.7333,71853637,$230.78,$234.5633,$227.1866
07/05/2022,$233.0666,84779108,$223,$233.1466,$216.1667
07/01/2022,$227.2633,74460457,$227,$230.23,$222.12
06/30/2022,$224.4733,94600449,$224.51,$229.4566,$218.8633
06/29/2022,$228.49,82897268,$230.5,$231.1733,$222.2733
06/28/2022,$232.6633,90666519,$244.4833,$249.97,$232.3433
06/27/2022,$244.92,89178309,$249.3666,$252.07,$242.5655
06/24/2022,$245.7066,95770720,$237.4683,$246.0666,$236.0866
06/23/2022,$235.07,104202700,$237.905,$239.3166,$228.6366
06/22/2022,$236.0866,101527270,$234.5033,$246.8333,$233.8266
06/21/2022,$237.0366,122792982,$224.6033,$243.5773,$224.3333
06/17/2022,$216.76,92641779,$213.4333,$220.9694,$213.1966
06/16/2022,$213.1,107390711,$222.7366,$225.1666,$208.6933
06/15/2022,$233,119131962,$220.9166,$235.6633,$218.15
06/14/2022,$220.89,97988800,$218.2866,$226.33,$211.7366
06/13/2022,$215.7366,102767260,$223.1666,$226.6333,$214.6833
06/10/2022,$232.23,98090920,$235.1566,$239.5,$227.9133
06/09/2022,$239.7066,96491320,$249.34,$255.5466,$239.3266
06/08/2022,$241.8666,76210628,$240.0866,$249.9633,$239.1766
06/07/2022,$238.8866,72808597,$234,$239.9966,$230.0933
06/06/2022,$238.28,84204518,$244.3533,$244.8666,$234.35
06/03/2022,$234.5166,112393751,$243.225,$247.7966,$233.4178
06/02/2022,$258.3333,93473139,$244.1566,$264.21,$242.0666
06/01/2022,$246.79,77247968,$251.72,$257.3266,$243.64
05/31/2022,$252.7533,101914390,$257.9466,$259.6,$244.7433
05/27/2022,$253.21,89294979,$241.0833,$253.2666,$240.177
05/26/2022,$235.91,106003361,$220.4733,$239.5566,$217.8866
05/25/2022,$219.6,92139339,$207.95,$223.1066,$207.67
05/24/2022,$209.3866,89092539,$217.8433,$217.9733,$206.8566
05/23/2022,$224.9666,88903659,$218.34,$226.6517,$212.6866
05/20/2022,$221.3,144973334,$237.9966,$240.5273,$211
05/19/2022,$236.4733,90296679,$235.6666,$244.6666,$231.37
05/18/2022,$236.6033,87811809,$248.1733,$253.5,$233.6033
05/17/2022,$253.87,80236118,$249.12,$254.8266,$242.95
05/16/2022,$241.4566,86098539,$255.72,$256.5866,$239.6961
05/13/2022,$256.53,92150739,$257.8266,$262.4499,$250.5216
05/12/2022,$242.6666,140312864,$233.6666,$253.22,$226.6666
05/11/2022,$244.6666,97224460,$265,$269.9233,$242.4
05/10/2022,$266.68,84401648,$273.1033,$275.12,$258.0833
05/09/2022,$262.37,90810219,$278.8166,$281.8766,$260.3833
