Date,Close/Last,Volume,Open,High,Low
08/17/2022,$291.32,18253360,$289.74,$293.35,$289.47
08/16/2022,$292.71,18102880,$291.99,$294.04,$290.42
08/15/2022,$293.47,18085650,$291,$294.18,$290.11
08/12/2022,$291.91,22619680,$288.48,$291.91,$286.94
08/11/2022,$287.02,20065940,$290.85,$291.21,$286.51
08/10/2022,$289.16,24687850,$288.17,$289.81,$286.94
08/09/2022,$282.3,23405240,$279.64,$283.08,$277.61
08/08/2022,$280.32,18757820,$284.05,$285.92,$279.32
08/05/2022,$282.91,16774610,$279.15,$283.65,$278.68
08/04/2022,$283.65,18098670,$281.8,$283.8,$280.1677
08/03/2022,$282.47,23518870,$276.76,$283.5,$276.61
08/02/2022,$274.82,22754180,$276,$277.89,$272.38
08/01/2022,$278.01,21539580,$277.82,$281.28,$275.84
07/29/2022,$280.74,32152750,$277.7,$282,$276.63
07/28/2022,$276.41,33459330,$269.75,$277.84,$267.87
07/27/2022,$268.74,45994050,$261.16,$270.05,$258.85
07/26/2022,$251.9,39347960,$259.86,$259.88,$249.57
07/25/2022,$258.83,21056000,$260.995,$261.5,$256.81
07/22/2022,$260.36,21881290,$265.24,$265.33,$259.07
07/21/2022,$264.84,22404680,$259.79,$264.89,$257.03
07/20/2022,$262.27,22788280,$259.9,$264.87,$258.91
07/19/2022,$259.53,25012560,$257.575,$259.72,$253.68
07/18/2022,$254.25,20975030,$259.75,$260.84,$253.3
07/15/2022,$256.72,29774050,$255.72,$260.3699,$254.7727
07/14/2022,$254.08,25102820,$250.57,$255.1374,$245.94
07/13/2022,$252.72,29497420,$250.19,$253.55,$248.11
07/12/2022,$253.67,35868450,$265.88,$265.94,$252.04
07/11/2022,$264.51,19519110,$265.65,$266.53,$262.18
07/08/2022,$267.66,19658750,$264.79,$268.1,$263.285
07/07/2022,$268.4,20859870,$265.12,$269.055,$265.02
07/06/2022,$266.21,23824420,$263.75,$267.99,$262.4
07/05/2022,$262.85,22971630,$256.16,$262.98,$254.74
07/01/2022,$259.58,22837690,$256.39,$259.77,$254.61
06/30/2022,$256.83,31730870,$257.05,$259.53,$252.9
06/29/2022,$260.26,20069840,$257.59,$261.97,$255.76
06/28/2022,$256.48,27380250,$263.98,$266.91,$256.32
06/27/2022,$264.89,24615110,$268.205,$268.3,$263.28
06/24/2022,$267.7,33923230,$261.808,$267.98,$261.72
06/23/2022,$258.86,25861450,$255.57,$259.37,$253.63
06/22/2022,$253.13,25961220,$251.89,$257.17,$250.37
06/21/2022,$253.74,29928300,$250.255,$254.75,$249.51
06/17/2022,$247.65,43084780,$244.7,$250.5,$244.03
06/16/2022,$244.97,33169160,$245.98,$247.4174,$243.02
06/15/2022,$251.76,33111730,$248.31,$255.3,$246.42
06/14/2022,$244.49,28651490,$243.86,$245.74,$241.51
06/13/2022,$242.26,46135790,$245.11,$249.0242,$241.53
06/10/2022,$252.99,31445840,$260.58,$260.58,$252.53
06/09/2022,$264.79,26439730,$267.78,$272.7081,$264.63
06/08/2022,$270.41,17372340,$271.71,$273,$269.61
06/07/2022,$272.5,22860680,$266.635,$273.13,$265.94
06/06/2022,$268.75,22400340,$272.06,$274.18,$267.22
06/03/2022,$270.02,28058960,$270.31,$273.45,$268.41
06/02/2022,$274.58,44008210,$264.45,$274.65,$261.6
06/01/2022,$272.42,25292170,$275.195,$277.69,$270.04
05/31/2022,$271.87,37827700,$272.53,$274.77,$268.93
05/27/2022,$273.24,26910810,$268.48,$273.34,$267.56
05/26/2022,$265.9,25002110,$262.27,$267.11,$261.4294
05/25/2022,$262.52,28547950,$258.14,$264.58,$257.125
05/24/2022,$259.62,29043900,$257.89,$261.33,$253.5
05/23/2022,$260.65,33175380,$255.49,$261.5,$253.43
05/20/2022,$252.56,39199280,$257.24,$258.54,$246.44
05/19/2022,$253.14,32692290,$253.9,$257.67,$251.88
05/18/2022,$254.08,31355990,$263,$263.6,$252.77
05/17/2022,$266.82,28828800,$266.11,$268.33,$262.46
05/16/2022,$261.5,32550930,$259.955,$265.82,$255.78
05/13/2022,$261.12,34925090,$257.35,$263.04,$255.35
05/12/2022,$255.35,51033800,$257.69,$259.88,$250.02
05/11/2022,$260.55,48975900,$265.68,$271.36,$259.3
05/10/2022,$269.5,39336420,$271.69,$273.75,$265.07
05/09/2022,$264.58,47725950,$270.06,$272.36,$263.32
